name,sourcefile,cloneof,year,manufacturer,status
alcat_l7,s9.cpp,,1985,Williams,preliminary
alcon,slapfght.cpp,,1986,Toaplan / Taito America Corp.,good
alexkidd,segas16a.cpp,,1986,Sega,good
alexkidd1,segas16a.cpp,alexkidd,1986,Sega,good
alfa,pmd85.cpp,pmd851,1986,Didaktik Skalica,good
algar_l1,s6a.cpp,,1980,Williams,preliminary
ali,st_mp200.cpp,,1980,Stern,preliminary
alibaba,pacman.cpp,,1982,Sega,preliminary
alibabab,pacman.cpp,alibaba,1982,bootleg,preliminary
alice,mc10.cpp,mc10,1983,Matra & Hachette,good
alice32,mc10.cpp,,1984,Matra & Hachette,imperfect
alice90,mc10.cpp,alice32,1985,Matra & Hachette,imperfect
alienar,williams.cpp,,1985,Duncan Brown,good
alienaru,williams.cpp,alienar,1985,Duncan Brown,good
aliencr,uapce.cpp,,1989,Hudson Soft,imperfect
aliensec,baraduke.cpp,,1985,Namco,good
alienstr,gts80a.cpp,,1984,Gottlieb,preliminary
aliensyn,segas16b.cpp,,1987,Sega,good
aliensyn2,segas16a.cpp,aliensyn,1987,Sega,good
aliensyn3,segas16b.cpp,aliensyn,1987,Sega,good
aliensyn5,segas16a.cpp,aliensyn,1987,Sega,good
aliensyn7,segas16b.cpp,aliensyn,1987,Sega,good
aliensynj,segas16b.cpp,aliensyn,1987,Sega,good
aliensynjo,segas16a.cpp,aliensyn,1987,Sega,good
alleymas,leland.cpp,,1986,Cinematronics,good
alm16,mmodular.cpp,van16,1988,Hegener & Glaser Muenchen,good
alm32,mmodular.cpp,van16,1988,Hegener & Glaser Muenchen,good
alnattck,hh_hmcs40.cpp,,1981,Coleco,good
alnchase,hh_ucom4.cpp,,1984,Tomy,good
alpha1v,m52.cpp,,1988,Vision Electronics,preliminary
alphamis,snk.cpp,aso,1985,SNK,good
alphaone,mhavoc.cpp,mhavoc,1983,Atari,good
alphaonea,mhavoc.cpp,mhavoc,1983,Atari,good
alphatro,alphatro.cpp,,1983,Triumph-Adler,preliminary
alphaxz,tsamurai.cpp,m660,1986,Ed Co. Ltd. (Wood Place Inc. license),good
alpine,taitosj.cpp,,1982,Taito Corporation,good
alpinea,taitosj.cpp,alpine,1982,Taito Corporation,good
alpok_f6,s6a.cpp,alpok_l6,1980,Williams,preliminary
alpok_l2,s6a.cpp,alpok_l6,1980,Williams,preliminary
alpok_l6,s6a.cpp,,1980,Williams,preliminary
altair,cidelsa.cpp,,1981,Cidelsa,imperfect
altbeast,segas16b.cpp,,1988,Sega,good
altbeast2,segas16b.cpp,altbeast,1988,Sega,good
altbeast4,segas16b.cpp,altbeast,1988,Sega,good
altbeast5,segas16b.cpp,altbeast,1988,Sega,good
altbeast5d,segas16b.cpp,altbeast,1988,bootleg,good
altbeast6,segas16b.cpp,altbeast,1988,Sega,good
altbeastbl,system16.cpp,altbeast,1988,bootleg (Datsu),preliminary
altbeastj,segas16b.cpp,altbeast,1988,Sega,good
altbeastj1,segas16b.cpp,altbeast,1988,Sega,good
altbeastj3,segas16b.cpp,altbeast,1988,Sega,good
altbeastj3d,segas16b.cpp,altbeast,1988,bootleg,good
altos5,altos5.cpp,,1982,Altos,preliminary
am64,apple2.cpp,apple2,1985,ASEM,good
amatelas,terracre.cpp,amazon,1986,Nichibutsu,good
amazon,terracre.cpp,,1986,Nichibutsu,good
amazonh,gts80a.cpp,,1983,Gottlieb,preliminary
ambush,ambush.cpp,,1983,Tecfri,good
ambushh,ambush.cpp,ambush,1983,Tecfri,good
ambushj,ambush.cpp,ambush,1983,Tecfri (Nippon Amuse license),good
ambushv,ambush.cpp,ambush,1983,Tecfri (Volt Electronics license),good
amerdart,coolpool.cpp,,1989,Ameri,good
amerdart2,coolpool.cpp,amerdart,1989,Ameri,good
amerdart3,coolpool.cpp,amerdart,1989,Ameri,good
america,jp.cpp,,1986,Juegos Populares,preliminary
americna,meritm.cpp,,1987,Merit,imperfect
americnaa,meritm.cpp,americna,1987,Merit,imperfect
amidar,galaxian.cpp,,1982,Konami,good
amidar1,galaxian.cpp,amidar,1981,Konami,good
amidarb,galaxian.cpp,amidar,1982,bootleg,good
amidaro,galaxian.cpp,amidar,1982,Konami (Olympia license),good
amidars,galaxian.cpp,amidar,1982,Konami,good
amidaru,galaxian.cpp,amidar,1982,Konami (Stern Electronics license),good
amigo,galaxian.cpp,amidar,1982,bootleg,good
ampro,ampro.cpp,,1980,Ampro,good
amspdwy,amspdwy.cpp,,1987,Enerdyne Technologies Inc.,good
amspdwya,amspdwy.cpp,amspdwy,1987,Enerdyne Technologies Inc.,good
amsterd,glasgow.cpp,,1984,Hegener & Glaser Muenchen,good
amu880,huebler.cpp,,1983,Militaerverlag der DDR,preliminary
amusco,amusco.cpp,,1987,Amusco,preliminary
amuse,gei.cpp,,1982,Greyhound Electronics,imperfect
amuse1,gei.cpp,amuse,1982,Greyhound Electronics,imperfect
amuse1a,gei.cpp,amuse,1983,Greyhound Electronics,imperfect
amust,amust.cpp,,1983,Amust,preliminary
andromep,gp_2.cpp,,1985,Game Plan,preliminary
andromepa,gp_2.cpp,andromep,1985,Game Plan,preliminary
angelkds,angelkds.cpp,,1988,Sega / Nasco?,good
anteater,galaxian.cpp,,1982,Tago Electronics,good
anteaterg,galaxian.cpp,anteater,1982,Tago Electronics (TV-Tuning license from Free Enterprise Games),good
anteatergg,galaxian.cpp,anteater,1982,bootleg,good
anteateruk,galaxian.cpp,anteater,1982,Tago Electronics (Free Enterprise Games license,good
apache3,tatsumi.cpp,,1988,Tatsumi,imperfect
apache3a,tatsumi.cpp,apache3,1988,Tatsumi (Kana Corporation license),imperfect
apb,atarisy2.cpp,,1987,Atari Games,good
apb1,atarisy2.cpp,apb,1987,Atari Games,good
apb2,atarisy2.cpp,apb,1987,Atari Games,good
apb3,atarisy2.cpp,apb,1987,Atari Games,good
apb4,atarisy2.cpp,apb,1987,Atari Games,good
apb5,atarisy2.cpp,apb,1987,Atari Games,good
apb6,atarisy2.cpp,apb,1987,Atari Games,good
apbf,atarisy2.cpp,apb,1987,Atari Games,good
apbg,atarisy2.cpp,apb,1987,Atari Games,good
apc,apc.cpp,,1982,NEC,preliminary
apogee,apogee.cpp,radio86,1989,Zavod BRA,good
aponow,scobra.cpp,rescue,1982,bootleg,good
apparel,nbmj8688.cpp,,1986,Central Denshi,good
apple2c,apple2e.cpp,,1984,Apple Computer,good
apple2c0,apple2e.cpp,apple2c,1985,Apple Computer,good
apple2c3,apple2e.cpp,apple2c,1986,Apple Computer,good
apple2c4,apple2e.cpp,apple2c,1986,Apple Computer,good
apple2cp,apple2e.cpp,apple2c,1988,Apple Computer,preliminary
apple2e,apple2e.cpp,,1983,Apple Computer,good
apple2ee,apple2e.cpp,apple2e,1985,Apple Computer,good
apple2eeuk,apple2e.cpp,apple2e,1985,Apple Computer,good
apple2ep,apple2e.cpp,apple2e,1987,Apple Computer,good
apple2euk,apple2e.cpp,apple2e,1983,Apple Computer,good
apple2gs,apple2gs.cpp,,1989,Apple Computer,good
apple2gsr0,apple2gs.cpp,apple2gs,1986,Apple Computer,good
apple2gsr0p,apple2gs.cpp,apple2gs,1986,Apple Computer,good
apple2gsr0p2,apple2gs.cpp,apple2gs,1986,Apple Computer,good
apple2gsr1,apple2gs.cpp,apple2gs,1987,Apple Computer,good
apple2gsr3lp,apple2gs.cpp,apple2gs,1989,Apple Computer,preliminary
apple2jp,apple2.cpp,apple2,1980,Apple Computer,good
apple3,apple3.cpp,,1980,Apple Computer,good
applix,applix.cpp,,1986,Applix Pty Ltd,good
appoooh,appoooh.cpp,,1984,Sanritsu / Sega,good
apricot,apricot.cpp,,1983,ACT,preliminary
apricotxi,apricot.cpp,apricot,1984,ACT,preliminary
apvxft,at.cpp,ibm5170,1989,Apricot,preliminary
apxeni,at.cpp,ibm5170,1987,Apricot,preliminary
aqualand,jp.cpp,,1986,Juegos Populares,preliminary
aquarius,aquarius.cpp,,1983,Mattel,good
ar_airh,arsystems.cpp,,1988,Arcadia Systems,good
ar_airh2,arsystems.cpp,ar_airh,1988,Arcadia Systems,good
ar_argh,arsystems.cpp,,1988,Arcadia Systems,good
ar_bios,arsystems.cpp,,1988,Arcadia Systems,good
ar_blast,arsystems.cpp,,1988,Arcadia Systems,good
ar_bowl,arsystems.cpp,,1988,Arcadia Systems,good
ar_dart,arsystems.cpp,,1987,Arcadia Systems,good
ar_dart2,arsystems.cpp,ar_dart,1987,Arcadia Systems,preliminary
ar_dlta,arsystems.cpp,,1988,Arcadia Systems,good
ar_fast,arsystems.cpp,,1988,Arcadia Systems,good
ar_fasta,arsystems.cpp,ar_fast,1988,Arcadia Systems,good
ar_ldrb,arsystems.cpp,,1988,Arcadia Systems,good
ar_ldrba,arsystems.cpp,ar_ldrb,1988,Arcadia Systems,good
ar_ldrbb,arsystems.cpp,ar_ldrb,1988,Arcadia Systems,good
ar_ninj,arsystems.cpp,,1987,Arcadia Systems,good
ar_ninj2,arsystems.cpp,ar_ninj,1987,Arcadia Systems,good
ar_pm,arsystems.cpp,,1988,Arcadia Systems,good
ar_rdwr,arsystems.cpp,,1988,Arcadia Systems,good
ar_sdwr,arsystems.cpp,,1988,Arcadia Systems,good
ar_sdwr2,arsystems.cpp,ar_sdwr,1988,Arcadia Systems,good
ar_socc,arsystems.cpp,,1989,Arcadia Systems,good
ar_sprg,arsystems.cpp,,1987,Arcadia Systems,good
ar_xeon,arsystems.cpp,,1988,Arcadia Systems,good
arabian,arabian.cpp,,1983,Sun Electronics,good
arabiana,arabian.cpp,arabian,1983,Sun Electronics (Atari license),good
arbalest,seta.cpp,,1989,Seta,good
arcadia,arcadia.cpp,,1982,Emerson,imperfect
archrivl,mcr68.cpp,,1989,Bally Midway,good
archrivla,mcr68.cpp,archrivl,1989,Bally Midway,good
archrivlb,mcr68.cpp,archrivl,1989,bootleg,good
area88,cps1.cpp,unsquad,1989,Capcom / Daipro,good
area88r,cps1.cpp,unsquad,1989,Capcom / Daipro,good
arena,gts80b.cpp,,1987,Gottlieb,preliminary
argo,argo.cpp,,1986,<unknown>,preliminary
argus,argus.cpp,,1986,NMK (Jaleco license),imperfect
argusg,gottlieb.cpp,,1984,Gottlieb,good
arian,snk.cpp,aso,1985,SNK,good
ark1ball,arkanoid.cpp,arkanoid,1986,bootleg,good
arkangc,arkanoid.cpp,arkanoid,1986,bootleg (Game Corporation),good
arkangc2,arkanoid.cpp,arkanoid,1986,bootleg (Game Corporation),good
arkanoid,arkanoid.cpp,,1986,Taito Corporation Japan,good
arkanoidj,arkanoid.cpp,arkanoid,1986,Taito Corporation,good
arkanoidja,arkanoid.cpp,arkanoid,1986,Taito Corporation,good
arkanoidjb,arkanoid.cpp,arkanoid,1986,Taito Corporation,good
arkanoidjbl,arkanoid.cpp,arkanoid,1986,bootleg,good
arkanoidjbl2,arkanoid.cpp,arkanoid,1986,bootleg (Beta),good
arkanoidu,arkanoid.cpp,arkanoid,1986,Taito America Corporation (Romstar license),good
arkanoiduo,arkanoid.cpp,arkanoid,1986,Taito America Corporation (Romstar license),good
arkarea,ninjakd2.cpp,,1988,UPL,good
arkatayt,arkanoid.cpp,arkanoid,1986,bootleg (Tayto),good
arkatour,arkanoid.cpp,,1987,Taito America Corporation (Romstar license),good
arkbloc2,arkanoid.cpp,arkanoid,1986,bootleg (Game Corporation),good
arkbloc3,arkanoid.cpp,arkanoid,1986,bootleg (Game Corporation),good
arkblock,arkanoid.cpp,arkanoid,1986,bootleg (Game Corporation),good
arkgcbl,arkanoid.cpp,arkanoid,1986,bootleg,good
arkgcbla,arkanoid.cpp,arkanoid,1986,bootleg,good
arknoid2,tnzs.cpp,,1987,Taito Corporation Japan,good
arknoid2b,tnzs.cpp,arknoid2,1987,bootleg,good
arknoid2j,tnzs.cpp,arknoid2,1987,Taito Corporation,good
arknoid2u,tnzs.cpp,arknoid2,1987,Taito America Corporation (Romstar license),good
arktayt2,arkanoid.cpp,arkanoid,1986,bootleg (Tayto),good
armedf,armedf.cpp,,1988,Nichibutsu,good
armedff,armedf.cpp,armedf,1988,Nichibutsu (Fillmore license),good
armora,cinemat.cpp,,1980,Cinematronics,imperfect
armorap,cinemat.cpp,armora,1980,Cinematronics,imperfect
armorar,cinemat.cpp,armora,1980,Cinematronics (Rock-Ola license),imperfect
armorcar,galaxian.cpp,,1981,Stern Electronics,good
armorcar2,galaxian.cpp,armorcar,1981,Stern Electronics,good
armwrest,punchout.cpp,,1985,Nintendo,good
asideral,galaxian.cpp,uniwars,1980,bootleg (Electrogame S.A.),good
aso,snk.cpp,,1985,SNK,good
asoccer,docastle.cpp,idsoccer,1987,Universal,imperfect
assault,namcos2.cpp,,1988,Namco,good
assaultj,namcos2.cpp,assault,1988,Namco,good
assaultp,namcos2.cpp,assault,1988,Namco,good
astannie,gts1.cpp,,1980,Gottlieb,preliminary
astdelux,asteroid.cpp,,1980,Atari,good
astdelux1,asteroid.cpp,astdelux,1980,Atari,good
astdelux2,asteroid.cpp,astdelux,1980,Atari,good
astinvad,astinvad.cpp,kamikaze,1980,Leijac Corporation (Stern Electronics license),imperfect
astrians,galaxian.cpp,galaxian,1980,bootleg (BGV Ltd.),good
astrob,segag80r.cpp,,1981,Sega,imperfect
astrob1,segag80r.cpp,astrob,1981,Sega,preliminary
astrob2,segag80r.cpp,astrob,1981,Sega,imperfect
astrob2a,segag80r.cpp,astrob,1981,Sega,imperfect
astrobg,segag80r.cpp,astrob,1981,Sega,imperfect
astrocmd,hh_ucom4.cpp,,1982,Epoch,good
astrofl,segae.cpp,transfrm,1986,Sega,good
astron,segald.cpp,,1983,Sega,preliminary
astronp,segald.cpp,astron,1983,Sega,preliminary
astrowar,galaxia.cpp,,1980,Zaccaria / Zelco,imperfect
astyanax,megasys1.cpp,,1989,Jaleco,good
asuka,asuka.cpp,,1988,Taito Corporation,good
asukaj,asuka.cpp,asuka,1988,Taito Corporation,good
at,at.cpp,ibm5170,1987,<generic>,preliminary
at386,at.cpp,ibm5170,1988,<generic>,preliminary
atamanot,ssingles.cpp,,1983,Yachiyo Denki / Uni Enterprize,preliminary
atarisy1,atarisy1.cpp,,1984,Atari Games,good
atetris,atetris.cpp,,1988,Atari Games,good
atetrisa,atetris.cpp,atetris,1988,Atari Games,good
atetrisb,atetris.cpp,atetris,1988,bootleg,good
atetrisb2,atetris.cpp,atetris,1988,bootleg,good
atetrisb3,atetris.cpp,atetris,1988,bootleg,preliminary
atetrisc,atetris.cpp,atetris,1989,Atari Games,good
atetrisc2,atetris.cpp,atetris,1989,Atari Games,good
athena,snk.cpp,,1986,SNK,good
atla_ltd,ltd.cpp,,1981,LTD,preliminary
atlantip,by6803.cpp,,1989,Bally,preliminary
atlantis,galaxian.cpp,,1981,Comsoft,good
atlantis2,galaxian.cpp,atlantis,1981,Comsoft,good
atlantisb,galaxian.cpp,atlantis,1981,bootleg,good
atomboy,m63.cpp,wilytowr,1985,Irem (Memetron license),good
atomboya,m63.cpp,wilytowr,1985,Irem (Memetron license),good
attache,attache.cpp,,1982,Otrona,preliminary
attack,play_2.cpp,,1980,Playmatic,preliminary
attckufo,attckufo.cpp,,1980,Ryoto Electric Co.,good
attila,gp_2.cpp,,1984,Game Plan,preliminary
atvga,at.cpp,ibm5170,1987,<generic>,preliminary
aussieby,aussiebyte.cpp,,1984,SME Systems,imperfect
automat,dec0.cpp,robocop,1988,bootleg,preliminary
avefenix,phoenix.cpp,phoenix,1980,bootleg (Video Game),good
avefenixl,phoenix.cpp,phoenix,1980,bootleg (Laguna),good
avefenixrf,phoenix.cpp,phoenix,1980,bootleg (Recreativos Franco S.A.),good
avengers,lwings.cpp,,1987,Capcom,good
avengers2,lwings.cpp,avengers,1987,Capcom,good
avtbingo,avt.cpp,,1985,Advanced Video Technology,preliminary
avtnfl,avt.cpp,,1989,Advanced Video Technology,preliminary
avtsym14,avt.cpp,,1985,Advanced Video Technology,preliminary
avtsym25,avt.cpp,avtsym14,1985,Advanced Video Technology,preliminary
ax150,msx.cpp,,1986,Al Alamiah,good
ax170,msx.cpp,,1986,Al Alamiah,good
ax20,ax20.cpp,,1982,Axel,preliminary
ax350,msx.cpp,,1986,Al Alamiah,good
ax370,msx.cpp,,1986,Al Alamiah,good
aztarac,aztarac.cpp,,1983,Centuri,good
azurian,galaxian.cpp,,1982,Rait Electronics Ltd,good
b128,cbm2.cpp,b500,1983,Commodore Business Machines,good
b128hp,cbm2.cpp,,1983,Commodore Business Machines,good
b16,b16.cpp,,1983,Hitachi,preliminary
b256,cbm2.cpp,b500,1983,Commodore Business Machines,good
b256hp,cbm2.cpp,b128hp,1983,Commodore Business Machines,good
b2m,b2m.cpp,,1989,BNPO,good
b2mrom,b2m.cpp,b2m,1989,BNPO,good
b500,cbm2.cpp,,1983,Commodore Business Machines,good
b85bdclb,bfmsys85.cpp,,1987,BFM,preliminary
b85bdclba,bfmsys85.cpp,b85bdclb,1987,BFM,preliminary
b85bdclbb,bfmsys85.cpp,b85bdclb,1987,BFM,preliminary
b85cblit,bfmsys85.cpp,,1987,BFM,preliminary
b85cblita,bfmsys85.cpp,b85cblit,1987,BFM,preliminary
b85cblitb,bfmsys85.cpp,b85cblit,1987,BFM,preliminary
b85cexpl,bfmsys85.cpp,,1989,BFM,preliminary
b85clbpm,bfmsys85.cpp,,1989,BFM,preliminary
b85dbldl,bfmsys85.cpp,,1989,BFM,preliminary
b85dbldla,bfmsys85.cpp,b85dbldl,1985,BFM,preliminary
b85hilo,bfmsys85.cpp,,1987,BFM,preliminary
b85hiloa,bfmsys85.cpp,b85hilo,1988,BFM,preliminary
b85jpclb,bfmsys85.cpp,,1987,BFM,preliminary
b85jpclba,bfmsys85.cpp,b85jpclb,1987,BFM,preliminary
b85jpclbb,bfmsys85.cpp,b85jpclb,1988,BFM,preliminary
b85jpclbc,bfmsys85.cpp,b85jpclb,1988,BFM,preliminary
b85lucky,bfmsys85.cpp,,1986,BFM/ELAM,preliminary
b85ritz,bfmsys85.cpp,,1988,BFM,preliminary
b85ritza,bfmsys85.cpp,b85ritz,1988,BFM,preliminary
b85ritzb,bfmsys85.cpp,b85ritz,1988,BFM,preliminary
b85ritzc,bfmsys85.cpp,b85ritz,1988,BFM,preliminary
b85ritzd,bfmsys85.cpp,b85ritz,1987,BFM,preliminary
b85royal,bfmsys85.cpp,,1988,BFM,preliminary
b85scard,bfmsys85.cpp,,1989,BFM/ELAM,preliminary
b85sngam,bfmsys85.cpp,,1988,BFM,preliminary
babbage,babbage.cpp,,1986,Mr Takafumi Aihara,good
babydad,videopkr.cpp,videopkr,1987,Recreativos Franco,good
babypac,byvid.cpp,,1982,Dave Nutting Associates / Bally,preliminary
babypac2,byvid.cpp,babypac,1982,Dave Nutting Associates / Bally,preliminary
babypkr,videopkr.cpp,videopkr,1987,Recreativos Franco,good
backfirt,tecmo.cpp,,1988,Tecmo,good
baddudes,dec0.cpp,,1988,Data East USA,good
badgirls,gts80b.cpp,,1988,Gottlieb,preliminary
badlands,badlands.cpp,,1989,Atari Games,good
badlandsb,badlands.cpp,badlands,1989,bootleg (Playmark),preliminary
badlandsb2,badlands.cpp,badlands,1989,bootleg (Playmark),preliminary
bagman,bagman.cpp,,1982,Valadon Automation,good
bagmanf,cclimber.cpp,bagman,1981,bootleg,preliminary
bagmanm2,galaxold.cpp,bagman,1984,bootleg (GIB),imperfect
bagmanmc,galaxold.cpp,bagman,1982,bootleg,imperfect
bagmans,bagman.cpp,bagman,1982,Valadon Automation (Stern Electronics license),good
bagmans2,bagman.cpp,bagman,1982,Valadon Automation (Stern Electronics license),good
bagnard,bagman.cpp,bagman,1982,Valadon Automation,good
bagnarda,bagman.cpp,bagman,1982,Valadon Automation,good
bagnardi,bagman.cpp,bagman,1982,Valadon Automation (Itisa license),good
bakutotu,namcos1.cpp,,1988,Namco,good
ballbomb,8080bw.cpp,,1980,Taito,imperfect
balonfgt,vsnes.cpp,,1984,Nintendo,good
baluba,senjyo.cpp,,1986,"Able Corp, Ltd.",good
bananadr,nbmj8891.cpp,,1989,Digital Soft,good
banbam,strnskil.cpp,,1984,Sun Electronics,preliminary
banctec,banctec.cpp,,1989,DALE Electronics,preliminary
bandido,n8080.cpp,sheriff,1980,Nintendo (Exidy license),good
bankp,bankp.cpp,,1984,Sanritsu / Sega,good
bankshot,hh_tms1k.cpp,,1980,Parker Brothers,good
baraduke,baraduke.cpp,aliensec,1985,Namco,good
barbball,bartop52.cpp,,1983,Atari,preliminary
barline,nbmj8688.cpp,,1988,Nichibutsu,imperfect
barra_l1,s7.cpp,,1981,Williams,preliminary
basebal2,leland.cpp,,1987,Cinematronics,good
basic31,basic52.cpp,basic52,1985,Intel,good
basic52,basic52.cpp,,1985,Intel,good
batlzone,williams.cpp,mayday,1980,bootleg (Video Game),good
batman2,galaxian.cpp,phoenix,1981,bootleg,good
battlane,battlane.cpp,,1986,Technos Japan (Taito license),good
battlane2,battlane.cpp,battlane,1986,Technos Japan (Taito license),good
battlane3,battlane.cpp,battlane,1986,Technos Japan (Taito license),good
battlera,battlera.cpp,,1988,Data East Corporation,imperfect
battles,galaga.cpp,xevious,1982,bootleg,imperfect
battlex,battlex.cpp,,1982,"Omori Electric Co., Ltd.",imperfect
battlnts,battlnts.cpp,,1987,Konami,good
battlntsa,battlnts.cpp,battlnts,1987,Konami,good
battlntsj,battlnts.cpp,battlnts,1987,Konami,good
battroad,m62.cpp,,1984,Irem,imperfect
bayroute,segas16b.cpp,,1989,Sunsoft / Sega,good
bayroute1,segas16b.cpp,bayroute,1989,Sunsoft / Sega,good
bayrouteb1,system16.cpp,bayroute,1989,bootleg (Datsu),preliminary
bayrouteb2,system16.cpp,bayroute,1989,bootleg (Datsu),preliminary
bayrouted,segas16b.cpp,bayroute,1989,bootleg,good
bayroutej,segas16b.cpp,bayroute,1989,Sunsoft / Sega,good
bayroutejd,segas16b.cpp,bayroute,1989,bootleg,good
bbbowlin,by35.cpp,,1988,United,preliminary
bbca,bbc.cpp,bbcb,1981,Acorn,imperfect
bbcb,bbc.cpp,,1981,Acorn,imperfect
bbcb1770,bbc.cpp,bbcb,1984,Acorn,imperfect
bbcb_de,bbc.cpp,bbcb,1982,Acorn,imperfect
bbcb_us,bbc.cpp,bbcb,1983,Acorn,imperfect
bbcbc,bbcbc.cpp,,1985,BBC,good
bbcbp,bbc.cpp,,1985,Acorn,imperfect
bbcbp128,bbc.cpp,bbcbp,1985,Acorn,imperfect
bbcm,bbc.cpp,,1986,Acorn,imperfect
bbcm512,bbc.cpp,bbcm,1986,Acorn,preliminary
bbcmaiv,bbc.cpp,bbcm,1986,Acorn,preliminary
bbcmarm,bbc.cpp,bbcm,1986,Acorn,preliminary
bbcmc,bbc.cpp,,1986,Acorn,imperfect
bbcmc_ar,bbc.cpp,bbcmc,1986,Acorn,imperfect
bbcmet,bbc.cpp,bbcm,1986,Acorn,imperfect
bbcmt,bbc.cpp,bbcm,1986,Acorn,preliminary
bbeltzac,zac_2.cpp,,1986,Zaccaria,preliminary
bbros,mitchell.cpp,pang,1989,Mitchell (Capcom license),good
bbtime,hh_hmcs40.cpp,,1983,Bandai,preliminary
bbusters,bbusters.cpp,,1989,SNK,imperfect
bbustersu,bbusters.cpp,bbusters,1989,SNK,imperfect
bbustersua,bbusters.cpp,bbusters,1989,SNK,imperfect
bcats_l2,s11b.cpp,bcats_l5,1989,Williams,preliminary
bcats_l5,s11b.cpp,,1989,Williams,preliminary
bcclimbr,hh_ucom4.cpp,,1982,Bandai,good
bchopper,m72.cpp,,1987,Irem,good
bcrusher,kncljoe.cpp,kncljoe,1985,bootleg,good
bcruzm12,marineb.cpp,,1983,Sigma Enterprises Inc.,good
bcs3,bcs3.cpp,,1984,Eckhard Schiller,preliminary
bcs3a,bcs3.cpp,bcs3,1986,Eckhard Schiller,preliminary
bcs3b,bcs3.cpp,bcs3,1986,Eckhard Schiller,preliminary
bcs3c,bcs3.cpp,bcs3,1986,Eckhard Schiller,preliminary
bcs3d,bcs3.cpp,bcs3,1986,Eckhard Schiller,preliminary
bdoramon,hh_hmcs40.cpp,,1983,Bandai,good
beastf,pacman.cpp,suprglob,1984,Epos Corporation,good
beatclck,by6803.cpp,,1985,Bally,preliminary
beehive,beehive.cpp,,1982,BeeHive,preliminary
beezer,beezer.cpp,,1982,Tong Electronic,imperfect
beezer1,beezer.cpp,beezer,1982,Tong Electronic,imperfect
begas,deco_ld.cpp,,1983,Data East,preliminary
begas1,deco_ld.cpp,begas,1983,Data East,preliminary
benberob,halleys.cpp,,1984,Taito,imperfect
berabohm,namcos1.cpp,,1988,Namco,good
berabohmb,namcos1.cpp,berabohm,1988,Namco,good
berenstn,tugboat.cpp,,1984,"Enter-Tech, Ltd.",preliminary
bermudat,snk.cpp,,1987,SNK,good
bermudata,snk.cpp,worldwar,1987,SNK,good
bermudatj,snk.cpp,bermudat,1987,SNK,good
berzerk,berzerk.cpp,,1980,Stern Electronics,good
berzerk1,berzerk.cpp,berzerk,1980,Stern Electronics,good
berzerkf,berzerk.cpp,berzerk,1980,Stern Electronics,good
berzerkg,berzerk.cpp,berzerk,1980,Stern Electronics,good
berzerks,berzerk.cpp,berzerk,1980,Stern Electronics (Sonic License),good
besta88,besta.cpp,,1988,Sapsan,preliminary
beta,beta.cpp,,1984,Pitronics,good
bfriskyt,hh_hmcs40.cpp,,1982,Bandai,good
bguns_l7,s11b.cpp,bguns_l8,1987,Williams,preliminary
bguns_l8,s11b.cpp,,1987,Williams,preliminary
bguns_la,s11b.cpp,bguns_l8,1987,Williams,preliminary
bguns_p1,s11b.cpp,bguns_l8,1987,Williams,preliminary
bhol_ltd,ltd.cpp,,1981,LTD,preliminary
bigappg,merit.cpp,,1986,Big Apple Games / Merit,good
bigboard,xerox820.cpp,,1980,Digital Research Computers,good
bigbord2,bigbord2.cpp,bigboard,1982,Digital Research Computers,preliminary
bigbucks,pacman.cpp,,1986,Dynasoft Inc.,good
bigdeal,funworld.cpp,bonuscrd,1986,Fun World,imperfect
bigdealb,funworld.cpp,bonuscrd,1986,Fun World,imperfect
bigevglf,bigevglf.cpp,,1986,Taito America Corporation,good
bigevglfj,bigevglf.cpp,bigevglf,1986,Taito Corporation,good
bigfghtr,armedf.cpp,skyrobo,1989,Nichibutsu,preliminary
biggame,st_mp200.cpp,,1980,Stern,preliminary
bighouse,gts80b.cpp,,1989,Gottlieb,preliminary
bigkong,cclimber.cpp,ckong,1981,bootleg,good
bigprowr,tagteam.cpp,,1983,Technos Japan,good
bigrun,cischeat.cpp,,1989,Jaleco,imperfect
bijokkog,nbmj8688.cpp,,1988,Nichibutsu,good
bijokkoy,nbmj8688.cpp,,1987,Nichibutsu,good
bikkuric,timeplt.cpp,,1987,Peni,good
billiard,scobra.cpp,hustler,1981,bootleg,good
bilyard,tiamc1.cpp,,1988,Terminal,good
binbug,binbug.cpp,pipbug,1980,MicroByte,good
bingo,gatron.cpp,,1983,Game-A-Tron,good
bingoc,bingoc.cpp,,1989,Sega,preliminary
bioatack,taitosj.cpp,,1983,Taito Corporation (Fox Video Games license),good
bionicc,bionicc.cpp,,1987,Capcom,good
bionicc1,bionicc.cpp,bionicc,1987,Capcom,good
bionicc2,bionicc.cpp,bionicc,1987,Capcom,good
bioniccbl,bionicc.cpp,bionicc,1987,bootleg,good
birdiy,pacman.cpp,,1983,Mama Top,good
birdtry,dec0.cpp,,1988,Data East Corporation,preliminary
bitgrpha,bitgraph.cpp,,1981,BBN,good
bitgrphb,bitgraph.cpp,,1982,BBN,preliminary
