name,sourcefile,cloneof,year,manufacturer,description,status
acheartf,nexus3d.cpp,,2006,Examu,Arcana Heart Full,preliminary
acitya,pacman.cpp,bwcasino,1983,Epos Corporation,Atlantic City Action,good
aclown,atronic.cpp,,2002,Atronic,Clown (Russia) (Atronic),preliminary
acombat,astrof.cpp,astrof,1979,bootleg,"Astro Combat (newer, CB)",imperfect
acombat3,astrof.cpp,astrof,1979,bootleg (Proel),Astro Combat (unencrypted),imperfect
acombato,astrof.cpp,astrof,1979,bootleg,"Astro Combat (older, PZ)",imperfect
acommand,acommand.cpp,,1994,Jaleco,Alien Command,preliminary
acpsx,zn.cpp,,1995,Acclaim,Acclaim PSX,good
acrnsys1,acrnsys1.cpp,,1978,Acorn,Acorn System 1,good
acrobatm,nmk16.cpp,,1991,UPL (Taito license),Acrobat Mission,good
act2000,sfbonus.cpp,,1999,Amcoe,Action 2000 (Version 3.5E Dual),good
act2000b1,sfbonus.cpp,act2000,1999,Amcoe,"Action 2000 (Version 3.5R, set 2)",good
act2000bx,sfbonus.cpp,act2000,1999,Amcoe,"Action 2000 (Version 3.30XT, set 2)",good
act2000d1,sfbonus.cpp,act2000,1999,Amcoe,"Action 2000 (Version 3.5R, set 1)",good
act2000dx,sfbonus.cpp,act2000,1999,Amcoe,"Action 2000 (Version 3.30XT, set 1)",good
act2000o,sfbonus.cpp,act2000,1999,Amcoe,Action 2000 (Version 3.3),good
act2000o2,sfbonus.cpp,act2000,1999,Amcoe,Action 2000 (Version 3.10XT),good
act2000o3,sfbonus.cpp,act2000,1999,Amcoe,Action 2000 (Version 1.2),good
act2000v1,sfbonus.cpp,act2000,1999,Amcoe,Action 2000 (Version 3.5R Dual),good
act2000vx,sfbonus.cpp,act2000,1999,Amcoe,Action 2000 (Version 3.30XT Dual),good
actfancr,actfancr.cpp,,1989,Data East Corporation,Act-Fancer Cybernetick Hyper Weapon (World revision 2),good
actfancr1,actfancr.cpp,actfancr,1989,Data East Corporation,Act-Fancer Cybernetick Hyper Weapon (World revision 1),good
actfancrj,actfancr.cpp,actfancr,1989,Data East Corporation,Act-Fancer Cybernetick Hyper Weapon (Japan revision 1),good
actionhw,kickgoal.cpp,,1995,TCH,Action Hollywood,imperfect
acw443,bbc.cpp,bbcbp,1985,Acorn,ABC 210/Cambridge Workstation,preliminary
ad2083,scramble.cpp,,1983,Midcoin,A. D. 2083,imperfect
ad4ctl,bfm_sc4.cpp,,200?,BFM,Cop The Lot Club (Video) (Bellfruit) (Adder 4) (set 1),preliminary
ad4ctla,bfm_sc4.cpp,ad4ctl,200?,BFM,Cop The Lot Club (Video) (Bellfruit) (Adder 4) (set 2),preliminary
ad4film,bfm_sc4.cpp,,200?,BFM,Film Premiere (Video?) (Bellfruit) (Adder 4) (set 1),preliminary
ad4filma,bfm_sc4.cpp,ad4film,200?,BFM,Film Premiere (Video?) (Bellfruit) (Adder 4) (set 2),preliminary
ad4skill,bfm_sc4.cpp,,200?,BFM,Skill Dice (BFM) (Scorpion 4 + Adder 4),preliminary
ad5bpfpm,bfm_ad5sw.cpp,,200?,Mazooma,Bullseye Pounds For Points (Mazooma) (Adder 5) (set 1),preliminary
ad5bpfpma,bfm_ad5sw.cpp,ad5bpfpm,200?,Mazooma,Bullseye Pounds For Points (Mazooma) (Adder 5) (set 2),preliminary
ad5bpfpmb,bfm_ad5sw.cpp,ad5bpfpm,200?,Mazooma,Bullseye Pounds For Points (Mazooma) (Adder 5) (set 3),preliminary
ad5bpfpmc,bfm_ad5sw.cpp,ad5bpfpm,200?,Mazooma,Bullseye Pounds For Points (Mazooma) (Adder 5) (set 4),preliminary
ad5bpfpmd,bfm_ad5sw.cpp,ad5bpfpm,200?,Mazooma,Bullseye Pounds For Points (Mazooma) (Adder 5) (set 5),preliminary
ad5btc,bfm_ad5sw.cpp,,200?,BFM,"Bullseye Triple Club (PR1758, BFGPBULS) (Bellfruit) (Adder 5) (set 1)",preliminary
ad5btca,bfm_ad5sw.cpp,ad5btc,200?,BFM,"Bullseye Triple Club (PR1758, BFGPBULS) (Bellfruit) (Adder 5) (set 3)",preliminary
ad5btcb,bfm_ad5sw.cpp,ad5btc,200?,BFM,"Bullseye Triple Club (PR1758, BFGNBULS) (Bellfruit) (Adder 5) (set 4)",preliminary
ad5cmons,bfm_ad5sw.cpp,,200?,BFM,Crazy Money (Bellfruit) (Adder 5) (set 1),preliminary
ad5cmonsa,bfm_ad5sw.cpp,ad5cmons,200?,BFM,Crazy Money (Bellfruit) (Adder 5) (set 2),preliminary
ad5copsr,bfm_ad5sw.cpp,,200?,BFM,Cops 'n' Robbers (PR3206) (Bellfruit) (Adder 5) (set 1),preliminary
ad5copsr0,bfm_ad5sw.cpp,ad5crsc,200?,Mazooma,Cops 'n' Robbers (PR2476) (Mazooma) (Adder 5) (set 7),preliminary
ad5copsr1,bfm_ad5sw.cpp,ad5crsc,200?,Mazooma,Cops 'n' Robbers (PR2497) (Mazooma) (Adder 5) (set 2),preliminary
ad5copsr2,bfm_ad5sw.cpp,ad5crsc,200?,Mazooma,Cops 'n' Robbers (PR2476) (Mazooma) (Adder 5) (set 8),preliminary
ad5copsr3,bfm_ad5sw.cpp,ad5crsc,200?,Mazooma,Cops 'n' Robbers (PR2628) (Mazooma) (Adder 5) (set 1),preliminary
ad5copsr4,bfm_ad5sw.cpp,ad5crsc,200?,Mazooma,Cops 'n' Robbers (PR2495) (Mazooma) (Adder 5) (set 5),preliminary
ad5copsr5,bfm_ad5sw.cpp,ad5crsc,200?,Mazooma,Cops 'n' Robbers (PR2628) (Mazooma) (Adder 5) (set 2),preliminary
ad5copsr6,bfm_ad5sw.cpp,ad5crsc,200?,Mazooma,Cops 'n' Robbers (PR2495) (Mazooma) (Adder 5) (set 6),preliminary
ad5copsr7,bfm_ad5sw.cpp,ad5crsc,200?,Mazooma,Cops 'n' Robbers (PR2628) (Mazooma) (Adder 5) (set 4),preliminary
ad5copsra,bfm_ad5sw.cpp,ad5copsr,200?,BFM,Cops 'n' Robbers (PR3206) (Bellfruit) (Adder 5) (set 2),preliminary
ad5copsrb,bfm_ad5sw.cpp,ad5copsr,200?,BFM,Cops 'n' Robbers (PR3206) (Bellfruit) (Adder 5) (set 3),preliminary
ad5copsrc,bfm_ad5sw.cpp,ad5copsr,200?,BFM,Cops 'n' Robbers (PR1965) (Bellfruit) (Adder 5) (set 1),preliminary
ad5copsrd,bfm_ad5sw.cpp,ad5copsr,200?,BFM,Cops 'n' Robbers (PR3206) (Bellfruit) (Adder 5) (set 4),preliminary
ad5copsre,bfm_ad5sw.cpp,ad5copsr,200?,BFM,Cops 'n' Robbers (PR3206) (Bellfruit) (Adder 5) (set 5),preliminary
ad5copsrf,bfm_ad5sw.cpp,ad5copsr,200?,BFM,Cops 'n' Robbers (PR3206) (Bellfruit) (Adder 5) (set 6),preliminary
ad5copsrg,bfm_ad5sw.cpp,ad5copsr,200?,BFM,Cops 'n' Robbers (PR1965) (Bellfruit) (Adder 5) (set 2),preliminary
ad5copsrh,bfm_ad5sw.cpp,ad5crsc,200?,Mazooma,Cops 'n' Robbers (PR2495) (Mazooma) (Adder 5) (set 1),preliminary
ad5copsri,bfm_ad5sw.cpp,ad5crsc,200?,Mazooma,Cops 'n' Robbers (PR2495) (Mazooma) (Adder 5) (set 2),preliminary
ad5copsrj,bfm_ad5sw.cpp,ad5crsc,200?,Mazooma,Cops 'n' Robbers (PR2476) (Mazooma) (Adder 5) (set 5),preliminary
ad5copsrk,bfm_ad5sw.cpp,ad5copsr,200?,BFM,Cops 'n' Robbers (PR3206) (Bellfruit) (Adder 5) (set 7),preliminary
ad5copsrl,bfm_ad5sw.cpp,ad5copsr,200?,BFM,Cops 'n' Robbers (PR3206) (Bellfruit) (Adder 5) (set 8),preliminary
ad5copsrm,bfm_ad5sw.cpp,ad5copsr,200?,BFM,Cops 'n' Robbers (PR3206) (Bellfruit) (Adder 5) (set 9),preliminary
ad5copsrn,bfm_ad5sw.cpp,ad5copsr,200?,BFM,Cops 'n' Robbers (PR1965) (Bellfruit) (Adder 5) (set 3),preliminary
ad5copsro,bfm_ad5sw.cpp,ad5copsr,200?,BFM,Cops 'n' Robbers (PR3206) (Bellfruit) (Adder 5) (set 10),preliminary
ad5copsrp,bfm_ad5sw.cpp,ad5copsr,200?,BFM,Cops 'n' Robbers (PR3206) (Bellfruit) (Adder 5) (set 11),preliminary
ad5copsrq,bfm_ad5sw.cpp,ad5copsr,200?,BFM,Cops 'n' Robbers (PR3206) (Bellfruit) (Adder 5) (set 12),preliminary
ad5copsrr,bfm_ad5sw.cpp,ad5copsr,200?,BFM,Cops 'n' Robbers (PR1965) (Bellfruit) (Adder 5) (set 4),preliminary
ad5copsrs,bfm_ad5sw.cpp,ad5crsc,200?,Mazooma,Cops 'n' Robbers (PR2495) (Mazooma) (Adder 5) (set 3),preliminary
ad5copsrt,bfm_ad5sw.cpp,ad5crsc,200?,Mazooma,Cops 'n' Robbers (PR2495) (Mazooma) (Adder 5) (set 4),preliminary
ad5copsru,bfm_ad5sw.cpp,ad5crsc,200?,Mazooma,Cops 'n' Robbers (PR2476) (Mazooma) (Adder 5) (set 6),preliminary
ad5copsrv,bfm_ad5sw.cpp,ad5copsr,200?,BFM,Cops 'n' Robbers (PR3206) (Bellfruit) (Adder 5) (set 13),preliminary
ad5copsrw,bfm_ad5sw.cpp,ad5copsr,200?,BFM,Cops 'n' Robbers (PR3206) (Bellfruit) (Adder 5) (set 14),preliminary
ad5copsrx,bfm_ad5sw.cpp,ad5copsr,200?,BFM,Cops 'n' Robbers (PR1965) (Bellfruit) (Adder 5) (set 5),preliminary
ad5copsry,bfm_ad5sw.cpp,ad5copsr,200?,BFM,Cops 'n' Robbers (PR1965) (Bellfruit) (Adder 5) (set 6),preliminary
ad5copsrz,bfm_ad5sw.cpp,ad5crsc,200?,Mazooma,Cops 'n' Robbers (PR2497) (Mazooma) (Adder 5) (set 1),preliminary
ad5crcpt,bfm_ad5sw.cpp,,200?,BFM,Cops 'n' Robbers Community Party (Bellfruit) (Adder 5) (set 1),preliminary
ad5crcpta,bfm_ad5sw.cpp,ad5crcpt,200?,BFM,Cops 'n' Robbers Community Party (Bellfruit) (Adder 5) (set 2),preliminary
ad5crsc,bfm_ad5sw.cpp,,200?,Mazooma,Cops 'n' Robbers (PR2476) (Mazooma) (Adder 5) (set 1),preliminary
ad5crsca,bfm_ad5sw.cpp,ad5crsc,200?,Mazooma,Cops 'n' Robbers (PR2476) (Mazooma) (Adder 5) (set 2),preliminary
ad5crscb,bfm_ad5sw.cpp,ad5crsc,200?,Mazooma,Cops 'n' Robbers (PR2476) (Mazooma) (Adder 5) (set 3),preliminary
ad5crscc,bfm_ad5sw.cpp,ad5crsc,200?,Mazooma,Cops 'n' Robbers (PR2476) (Mazooma) (Adder 5) (set 4),preliminary
ad5crscd,bfm_ad5sw.cpp,ad5crsc,200?,Mazooma,Cops 'n' Robbers (PR2495) (Mazooma) (Adder 5) (set 7),preliminary
ad5crsce,bfm_ad5sw.cpp,ad5crsc,200?,Mazooma,Cops 'n' Robbers (PR2495) (Mazooma) (Adder 5) (set 8),preliminary
ad5crscf,bfm_ad5sw.cpp,ad5crsc,200?,Mazooma,Cops 'n' Robbers (PR2495) (Mazooma) (Adder 5) (set 9),preliminary
ad5crscg,bfm_ad5sw.cpp,ad5crsc,200?,Mazooma,Cops 'n' Robbers (PR2495) (Mazooma) (Adder 5) (set 10),preliminary
ad5crsch,bfm_ad5sw.cpp,ad5crsc,200?,Mazooma,Cops 'n' Robbers (PR2628) (Mazooma) (Adder 5) (set 3),preliminary
ad5dnd,bfm_ad5sw.cpp,,200?,BFM,Deal Or No Deal (Bellfruit) (Adder 5) (set 1),preliminary
ad5dnda,bfm_ad5sw.cpp,ad5dnd,200?,BFM,Deal Or No Deal (Bellfruit) (Adder 5) (set 2),preliminary
ad5dndb,bfm_ad5sw.cpp,ad5dnd,200?,BFM,Deal Or No Deal (Bellfruit) (Adder 5) (set 3),preliminary
ad5dndc,bfm_ad5sw.cpp,ad5dnd,200?,BFM,Deal Or No Deal (Bellfruit) (Adder 5) (set 4),preliminary
ad5dndcl,bfm_ad5sw.cpp,,200?,BFM,Deal Or No Deal Club (Bellfruit) (Adder 5) (set 1),preliminary
ad5dndcla,bfm_ad5sw.cpp,ad5dndcl,200?,BFM,Deal Or No Deal Club (Bellfruit) (Adder 5) (set 2),preliminary
ad5dndclb,bfm_ad5sw.cpp,ad5dndcl,200?,BFM,Deal Or No Deal Club (Bellfruit) (Adder 5) (set 3),preliminary
ad5dndclc,bfm_ad5sw.cpp,ad5dndcl,200?,BFM,Deal Or No Deal Club (Bellfruit) (Adder 5) (set 4),preliminary
ad5dndcld,bfm_ad5sw.cpp,ad5dndcl,200?,BFM,Deal Or No Deal Club (Bellfruit) (Adder 5) (set 5),preliminary
ad5dndcle,bfm_ad5sw.cpp,ad5dndcl,200?,BFM,Deal Or No Deal Club (Bellfruit) (Adder 5) (set 6),preliminary
ad5dndclf,bfm_ad5sw.cpp,ad5dndcl,200?,BFM,Deal Or No Deal Club (Bellfruit) (Adder 5) (set 20),preliminary
ad5dndclg,bfm_ad5sw.cpp,ad5dndcl,200?,BFM,Deal Or No Deal Club (Bellfruit) (Adder 5) (set 21),preliminary
ad5dndd,bfm_ad5sw.cpp,ad5dnd,200?,BFM,Deal Or No Deal (Bellfruit) (Adder 5) (set 5),preliminary
ad5dnddd,bfm_ad5sw.cpp,,200?,BFM,Deal Or No Deal Double Deal Or No Deal (Bellfruit) (Adder 5) (set 1),preliminary
ad5dnddda,bfm_ad5sw.cpp,ad5dnddd,200?,BFM,Deal Or No Deal Double Deal Or No Deal (Bellfruit) (Adder 5) (set 2),preliminary
ad5dnde,bfm_ad5sw.cpp,ad5dnd,200?,BFM,Deal Or No Deal (Bellfruit) (Adder 5) (set 6),preliminary
ad5dndf,bfm_ad5sw.cpp,ad5dnd,200?,BFM,Deal Or No Deal (Bellfruit) (Adder 5) (set 7),preliminary
ad5dndg,bfm_ad5sw.cpp,ad5dnd,200?,BFM,Deal Or No Deal (Bellfruit) (Adder 5) (set 8),preliminary
ad5dndh,bfm_ad5sw.cpp,ad5dnd,200?,BFM,Deal Or No Deal (Bellfruit) (Adder 5) (set 9),preliminary
ad5dndi,bfm_ad5sw.cpp,ad5dnd,200?,BFM,Deal Or No Deal (Bellfruit) (Adder 5) (set 10),preliminary
ad5dndj,bfm_ad5sw.cpp,ad5dnd,200?,BFM,Deal Or No Deal (Bellfruit) (Adder 5) (set 11),preliminary
ad5dndk,bfm_ad5sw.cpp,ad5dnd,200?,BFM,Deal Or No Deal (Bellfruit) (Adder 5) (set 12),preliminary
ad5dndl,bfm_ad5sw.cpp,ad5dnd,200?,BFM,Deal Or No Deal (Bellfruit) (Adder 5) (set 13),preliminary
ad5dndm,bfm_ad5sw.cpp,ad5dnd,200?,BFM,Deal Or No Deal (Bellfruit) (Adder 5) (set 14),preliminary
ad5dndn,bfm_ad5sw.cpp,ad5dnd,200?,BFM,Deal Or No Deal (Bellfruit) (Adder 5) (set 15),preliminary
ad5dndo,bfm_ad5sw.cpp,ad5dnd,200?,BFM,Deal Or No Deal (Bellfruit) (Adder 5) (set 16),preliminary
ad5dndp,bfm_ad5sw.cpp,ad5dnd,200?,BFM,Deal Or No Deal (Bellfruit) (Adder 5) (set 17),preliminary
ad5dndpg,bfm_ad5sw.cpp,,200?,BFM,Deal Or No Deal The Perfect Game (Bellfruit) (Adder 5) (set 1),preliminary
ad5dndpga,bfm_ad5sw.cpp,ad5dndpg,200?,BFM,Deal Or No Deal The Perfect Game (Bellfruit) (Adder 5) (set 2),preliminary
ad5dndpgb,bfm_ad5sw.cpp,ad5dndpg,200?,BFM,Deal Or No Deal The Perfect Game (Bellfruit) (Adder 5) (set 3),preliminary
ad5dndpgc,bfm_ad5sw.cpp,ad5dndpg,200?,BFM,Deal Or No Deal The Perfect Game (Bellfruit) (Adder 5) (set 4),preliminary
ad5dndpl,bfm_ad5sw.cpp,,200?,BFM,Deal Or No Deal Platinum (Bellfruit) (Adder 5) (set 1),preliminary
ad5dndpla,bfm_ad5sw.cpp,ad5dndpl,200?,BFM,Deal Or No Deal Platinum (Bellfruit) (Adder 5) (set 2),preliminary
ad5dndplb,bfm_ad5sw.cpp,ad5dndpl,200?,BFM,Deal Or No Deal Platinum (Bellfruit) (Adder 5) (set 3),preliminary
ad5dndplc,bfm_ad5sw.cpp,ad5dndpl,200?,BFM,Deal Or No Deal Platinum (Bellfruit) (Adder 5) (set 4),preliminary
ad5dndq,bfm_ad5sw.cpp,ad5dnd,200?,BFM,Deal Or No Deal (Bellfruit) (Adder 5) (set 18),preliminary
ad5dndr,bfm_ad5sw.cpp,ad5dnd,200?,BFM,Deal Or No Deal (Bellfruit) (Adder 5) (set 19),preliminary
ad5dndu,bfm_ad5sw.cpp,ad5dnd,200?,BFM,Deal Or No Deal (Bellfruit) (Adder 5) (set 22),preliminary
ad5dndv,bfm_ad5sw.cpp,ad5dnd,200?,BFM,Deal Or No Deal (Bellfruit) (Adder 5) (set 23),preliminary
ad5eyes,bfm_ad5sw.cpp,,200?,Mazooma,"Eyes Down (PR2242, MAZNEYDW) (Mazooma) (Adder 5) (set 1)",preliminary
ad5eyesa,bfm_ad5sw.cpp,ad5eyes,200?,Mazooma,"Eyes Down (PR2242, MAZNEYDW) (Mazooma) (Adder 5) (set 2)",preliminary
ad5eyesb,bfm_ad5sw.cpp,ad5eyes,200?,Mazooma,"Eyes Down (PR2246, MAZNEYDW) (Mazooma) (Adder 5) (set 1)",preliminary
ad5eyesc,bfm_ad5sw.cpp,ad5eyes,200?,Mazooma,"Eyes Down (PR2246, MAZPEYDW) (Mazooma) (Adder 5) (set 1)",preliminary
ad5eyesd,bfm_ad5sw.cpp,ad5eyes,200?,Mazooma,"Eyes Down (PR2242, MAZPEYDW) (Mazooma) (Adder 5) (set 1)",preliminary
ad5eyese,bfm_ad5sw.cpp,ad5eyes,200?,Mazooma,"Eyes Down (PR2242, MAZPEYDW) (Mazooma) (Adder 5) (set 2)",preliminary
ad5eyesf,bfm_ad5sw.cpp,ad5eyes,200?,Mazooma,"Eyes Down (PR2246, MAZPEYDW) (Mazooma) (Adder 5) (set 2)",preliminary
ad5eyesg,bfm_ad5sw.cpp,ad5eyes,200?,Mazooma,"Eyes Down (PR2246, MAZNEYDW) (Mazooma) (Adder 5) (set 2)",preliminary
ad5gldmn,bfm_ad5sw.cpp,,200?,BFM,Gold Mine (Bellfruit) (Adder 5) (set 1),preliminary
ad5gldmna,bfm_ad5sw.cpp,ad5gldmn,200?,BFM,Gold Mine (Bellfruit) (Adder 5) (set 2),preliminary
ad5gldmnb,bfm_ad5sw.cpp,ad5gldmn,200?,BFM,Gold Mine (Bellfruit) (Adder 5) (set 3),preliminary
ad5gldmnc,bfm_ad5sw.cpp,ad5gldmn,200?,BFM,Gold Mine (Bellfruit) (Adder 5) (set 4),preliminary
ad5gldmnd,bfm_ad5sw.cpp,ad5gldmn,200?,BFM,Gold Mine (Bellfruit) (Adder 5) (set 5),preliminary
ad5gldmne,bfm_ad5sw.cpp,ad5gldmn,200?,BFM,Gold Mine (Bellfruit) (Adder 5) (set 6),preliminary
ad5gldmnf,bfm_ad5sw.cpp,ad5gldmn,200?,BFM,Gold Mine (Bellfruit) (Adder 5) (set 7),preliminary
ad5gldmng,bfm_ad5sw.cpp,ad5gldmn,200?,BFM,Gold Mine (Bellfruit) (Adder 5) (set 8),preliminary
ad5gldmnh,bfm_ad5sw.cpp,ad5gldmn,200?,BFM,Gold Mine (Bellfruit) (Adder 5) (set 9),preliminary
ad5gldmni,bfm_ad5sw.cpp,ad5gldmn,200?,BFM,Gold Mine (Bellfruit) (Adder 5) (set 10),preliminary
ad5gldmnj,bfm_ad5sw.cpp,ad5gldmn,200?,BFM,Gold Mine (Bellfruit) (Adder 5) (set 11),preliminary
ad5gldmnk,bfm_ad5sw.cpp,ad5gldmn,200?,BFM,Gold Mine (Bellfruit) (Adder 5) (set 12),preliminary
ad5gldwn,bfm_ad5sw.cpp,,200?,Mazooma,Golden Winner (Mazooma) (Adder 5) (set 1),preliminary
ad5gldwna,bfm_ad5sw.cpp,ad5gldwn,200?,Mazooma,Golden Winner (Mazooma) (Adder 5) (set 2),preliminary
ad5hir,bfm_ad5sw.cpp,,200?,BFM,Hi Roller (Bellfruit) (Adder 5) (set 1),preliminary
ad5hira,bfm_ad5sw.cpp,ad5hir,200?,BFM,Hi Roller (Bellfruit) (Adder 5) (set 2),preliminary
ad5hirb,bfm_ad5sw.cpp,ad5hir,200?,BFM,Hi Roller (Bellfruit) (Adder 5) (set 3),preliminary
ad5hirc,bfm_ad5sw.cpp,ad5hir,200?,BFM,Hi Roller (Bellfruit) (Adder 5) (set 4),preliminary
ad5hircl,bfm_ad5sw.cpp,ad5hir,200?,BFM,Hi Roller Club (Bellfruit) (Adder 5) (set 1),preliminary
ad5hircla,bfm_ad5sw.cpp,ad5hir,200?,BFM,Hi Roller Club (Bellfruit) (Adder 5) (set 2),preliminary
ad5hirclb,bfm_ad5sw.cpp,ad5hir,200?,BFM,Hi Roller Club (Bellfruit) (Adder 5) (set 3),preliminary
ad5jckmo,bfm_ad5sw.cpp,,200?,Mazooma,"Jackpot Monopoly (PR2226, MAZNJACM) (Mazooma) (Adder 5) (set 1)",preliminary
ad5jckmoa,bfm_ad5sw.cpp,ad5jckmo,200?,Mazooma,"Jackpot Monopoly (PR2226, MAZNJACM) (Mazooma) (Adder 5) (set 2)",preliminary
ad5jckmob,bfm_ad5sw.cpp,ad5jckmo,200?,Mazooma,"Jackpot Monopoly (PR2253, MAZNJACM) (Mazooma) (Adder 5)",preliminary
ad5jckmoc,bfm_ad5sw.cpp,ad5jckmo,200?,Mazooma,"Jackpot Monopoly (PR2226, MAZNJACM) (Mazooma) (Adder 5) (set 3)",preliminary
ad5jckmod,bfm_ad5sw.cpp,ad5jckmo,200?,Mazooma,"Jackpot Monopoly (PR2226, MAZPJACM) (Mazooma) (Adder 5) (set 1)",preliminary
ad5jckmoe,bfm_ad5sw.cpp,ad5jckmo,200?,Mazooma,"Jackpot Monopoly (PR2226, MAZPJACM) (Mazooma) (Adder 5) (set 2)",preliminary
ad5mcob,bfm_ad5sw.cpp,,200?,Qps,Monte Carlo Or Bust (Qps) (Adder 5) (set 1),preliminary
ad5mcoba,bfm_ad5sw.cpp,ad5mcob,200?,Qps,Monte Carlo Or Bust (Qps) (Adder 5) (set 2),preliminary
ad5mcobb,bfm_ad5sw.cpp,ad5mcob,200?,Qps,Monte Carlo Or Bust (Qps) (Adder 5) (set 3),preliminary
ad5mcobc,bfm_ad5sw.cpp,ad5mcob,200?,Qps,Monte Carlo Or Bust (Qps) (Adder 5) (set 4),preliminary
ad5monop,bfm_ad5sw.cpp,,200?,Mazooma,"Random Monopoly (PR2217, MAZNRNDN) (Mazooma) (Adder 5) (set 1)",preliminary
ad5monopa,bfm_ad5sw.cpp,ad5monop,200?,Mazooma,"Random Monopoly (PR2217, MAZNRNDN) (Mazooma) (Adder 5) (set 2)",preliminary
ad5monopb,bfm_ad5sw.cpp,ad5monop,200?,Mazooma,"Random Monopoly (PR2217, MAZNRNDN) (Mazooma) (Adder 5) (set 3)",preliminary
ad5monopc,bfm_ad5sw.cpp,ad5monop,200?,Mazooma,"Random Monopoly (PR2217, MAZNRNDN) (Mazooma) (Adder 5) (set 4)",preliminary
ad5monopd,bfm_ad5sw.cpp,ad5monop,200?,Mazooma,"Random Monopoly (PR2221, MAZNRNDN) (Mazooma) (Adder 5) (set 1)",preliminary
ad5monope,bfm_ad5sw.cpp,ad5monop,200?,Mazooma,"Random Monopoly (PR2221, MAZNRNDN) (Mazooma) (Adder 5) (set 2)",preliminary
ad5monopf,bfm_ad5sw.cpp,ad5monop,200?,Mazooma,"Random Monopoly (PR2217, MAZPRNDN) (Mazooma) (Adder 5) (set 1)",preliminary
ad5monopg,bfm_ad5sw.cpp,ad5monop,200?,Mazooma,"Random Monopoly (PR2217, MAZPRNDN) (Mazooma) (Adder 5) (set 2)",preliminary
ad5monoph,bfm_ad5sw.cpp,ad5monop,200?,Mazooma,"Random Monopoly (PR2217, MAZPRNDN) (Mazooma) (Adder 5) (set 3)",preliminary
ad5monopi,bfm_ad5sw.cpp,ad5monop,200?,Mazooma,"Random Monopoly (PR2217, MAZPRNDN) (Mazooma) (Adder 5) (set 4)",preliminary
ad5monopj,bfm_ad5sw.cpp,ad5monop,200?,Mazooma,"Random Monopoly (PR2221, MAZPRNDN) (Mazooma) (Adder 5) (set 1)",preliminary
ad5monopk,bfm_ad5sw.cpp,ad5monop,200?,Mazooma,"Random Monopoly (PR2221, MAZPRNDN) (Mazooma) (Adder 5) (set 2)",preliminary
ad5mowow,bfm_ad5sw.cpp,,200?,Mazooma,"Monopoly Wheel Of Wealth (PR2365, MAZNBPFP) (Mazooma) (Adder 5) (set 1)",preliminary
ad5mowowa,bfm_ad5sw.cpp,ad5mowow,200?,Mazooma,"Monopoly Wheel Of Wealth (PR2365, MAZNWOWT) (Mazooma) (Adder 5) (set 1)",preliminary
ad5mowowb,bfm_ad5sw.cpp,ad5mowow,200?,Mazooma,"Monopoly Wheel Of Wealth (PR2365, MAZNWOWT) (Mazooma) (Adder 5) (set 2)",preliminary
ad5mowowc,bfm_ad5sw.cpp,ad5mowow,200?,Mazooma,"Monopoly Wheel Of Wealth (PR2389, MAZNWWBU) (Mazooma) (Adder 5)",preliminary
ad5mowowd,bfm_ad5sw.cpp,ad5mowow,200?,Mazooma,"Monopoly Wheel Of Wealth (PR2365, MAZNMWOW) (Mazooma) (Adder 5)",preliminary
ad5mowowe,bfm_ad5sw.cpp,ad5mowow,200?,Mazooma,"Monopoly Wheel Of Wealth (PR2365, MAZPBPFP) (Mazooma) (Adder 5) (set 1)",preliminary
ad5mowowf,bfm_ad5sw.cpp,ad5mowow,200?,Mazooma,"Monopoly Wheel Of Wealth (PR2365, MAZPWOWT) (Mazooma) (Adder 5) (set 1)",preliminary
ad5mowowg,bfm_ad5sw.cpp,ad5mowow,200?,Mazooma,"Monopoly Wheel Of Wealth (PR2365, MAZPWOWT) (Mazooma) (Adder 5) (set 2)",preliminary
ad5mowowh,bfm_ad5sw.cpp,ad5mowow,200?,Mazooma,"Monopoly Wheel Of Wealth (PR2389, MAZPWWBU) (Mazooma) (Adder 5)",preliminary
ad5mowowi,bfm_ad5sw.cpp,ad5mowow,200?,Mazooma,"Monopoly Wheel Of Wealth (PR2365, MAZPMWOW) (Mazooma) (Adder 5)",preliminary
ad5mowowj,bfm_ad5sw.cpp,ad5mowow,200?,Mazooma,Monopoly Wheel Of Wealth (PR3075) (Adder 5) (set 1),preliminary
ad5mowowk,bfm_ad5sw.cpp,ad5mowow,200?,Mazooma,Monopoly Wheel Of Wealth (PR3075) (Adder 5) (set 2),preliminary
ad5mowowl,bfm_ad5sw.cpp,ad5mowow,200?,Mazooma,"Monopoly Wheel Of Wealth (PR2365, MAZNBPFP) (Mazooma) (Adder 5) (set 2)",preliminary
ad5mowowm,bfm_ad5sw.cpp,ad5mowow,200?,Mazooma,"Monopoly Wheel Of Wealth (PR2365, MAZPBPFP) (Mazooma) (Adder 5) (set 2)",preliminary
ad5mr2r,bfm_ad5sw.cpp,,200?,Mazooma,Monopoly Road To Riches (Mazooma) (Adder 5) (set 1),preliminary
ad5mr2ra,bfm_ad5sw.cpp,ad5mr2r,200?,Mazooma,Monopoly Road To Riches (Mazooma) (Adder 5) (set 2),preliminary
ad5mr2rb,bfm_ad5sw.cpp,ad5mr2r,200?,Mazooma,Monopoly Road To Riches (Mazooma) (Adder 5) (set 3),preliminary
